anio;jurisdiccion;Empresa;linea
01/2019;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";"LINEA 85"
01/2019;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";"LINEA 2"
01/2019;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";"LINEA 7"
01/2019;NACIONAL;"TRANSP. SGTO. CABRAL";"LINEA 102"
01/2019;NACIONAL;"TRANSPORTE ESCALADA S.A.T.";"LINEA 175"
01/2019;NACIONAL;"TRANSPORTE ESCALADA S.A.T.";"LINEA 169"
01/2019;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 185"
01/2019;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 96"
01/2019;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 117"
01/2019;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 188"
01/2019;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 20"
01/2019;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 161"
01/2019;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC.";"LINEA 109"
01/2019;NACIONAL;"TRANSPORTES 1º SEPTIEMBRE S.A.";"LINEA 93"
01/2019;NACIONAL;"TRANSPORTES 270 S.A.";"LINEA 70"
01/2019;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A.";"LINEA 33"
01/2019;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 57"
01/2019;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A.";"LINEA 124"
01/2019;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A.";"LINEA 12"
01/2019;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 100"
01/2019;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 115"
01/2019;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 134"
01/2019;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";"LINEA 130"
01/2019;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I.";"LINEA 42"
01/2019;NACIONAL;"TRANSPORTES DEL TEJAR S.A.";"LINEA 67"
01/2019;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I.";"LINEA 123"
01/2019;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 135"
01/2019;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 91"
01/2019;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 76"
01/2019;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 56"
01/2019;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";"LINEA 80"
01/2019;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I.";"LINEA 103"
01/2019;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F.";"LINEA 5"
01/2019;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F.";"LINEA 23"
01/2019;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F.";"LINEA 8"
01/2019;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C.";"LINEA 1"
01/2019;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I.";"LINEA 39"
01/2019;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L.";"LINEA 68"
01/2019;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A.";"LINEA 4"
01/2019;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A.";"LINEA 15"
01/2019;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";"LINEA 181"
01/2019;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA";"LINEA 46"
01/2019;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I.";"LINEA 64"
12/2018;NACIONAL;"17 DE AGOSTO S.A.";"LINEA 26"
12/2018;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P.";"LINEA 37"
12/2018;NACIONAL;"ALMAFUERTE S.A.T.A.C.I.";"LINEA 55"
12/2018;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 41"
12/2018;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A.";"LINEA 113"
12/2018;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A.";"LINEA 63"
12/2018;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA";"LINEA 49"
12/2018;NACIONAL;"BUS DEL OESTE S.A.";"LINEA 97"
12/2018;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES";"LINEA 126"
12/2018;NACIONAL;"COLECTIVEROS UNIDOS S.A.";LINEA_099
12/2018;NACIONAL;"COLECTIVEROS UNIDOS S.A.";"LINEA 106"
12/2018;NACIONAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";"LINEA 178"
12/2018;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 44"
12/2018;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 28"
12/2018;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 101"
12/2018;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA";"LINEA 86"
12/2018;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA";"LINEA 193"
12/2018;NACIONAL;"EL NUEVO HALCON S.A.";"LINEA 148"
12/2018;NACIONAL;"EL PUENTE S.A.T.";"LINEA 128"
12/2018;NACIONAL;"EL PUENTE S.A.T.";"LINEA 158"
12/2018;NACIONAL;"EL PUENTE S.A.T.";"LINEA 32"
12/2018;NACIONAL;"EL PUENTE S.A.T.";"LINEA 75"
12/2018;NACIONAL;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";"LINEA 29"
12/2018;NACIONAL;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";"LINEA 92"
12/2018;NACIONAL;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";"LINEA 24"
12/2018;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";"LINEA 95"
12/2018;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";"LINEA 108"
12/2018;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";"LINEA 21"
12/2018;NACIONAL;"EMPRESA DE TRANSPORTES 104 S.R.L.";"LINEA 104"
12/2018;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";"LINEA 105"
12/2018;NACIONAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 166"
12/2018;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";"LINEA 152"
12/2018;NACIONAL;"ERSA URBANO";"LINEA 133"
12/2018;NACIONAL;"ERSA URBANO";"LINEA 140"
12/2018;NACIONAL;"ERSA URBANO";"LINEA 184"
12/2018;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A.";"LINEA 176"
12/2018;NACIONAL;"EXPRESO LOMAS S.A.";"LINEA 112"
12/2018;NACIONAL;"EXPRESO LOMAS S.A.";"LINEA 165"
12/2018;NACIONAL;"EXPRESO QUILMES S.A.";"LINEA 98"
12/2018;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";"LINEA 168"
12/2018;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I.";"LINEA 110"
12/2018;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 25"
12/2018;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 84"
12/2018;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 9"
12/2018;NACIONAL;"GRUPO LINEA 179 S.A.";"LINEA 179"
12/2018;NACIONAL;"JUAN B. JUSTO S.A.T.C.I.";"LINEA 34"
12/2018;NACIONAL;"LA CABAÑA S.A.";"LINEA 174 BS AS"
12/2018;NACIONAL;"LA CABAÑA S.A.";"LINEA 172"
12/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.";"LINEA 143"
12/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.";"LINEA 62"
12/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.";"LINEA 114"
12/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.";"LINEA 129"
12/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.";"LINEA 061"
12/2018;NACIONAL;"LA NUEVA METROPOL S.A.";"LINEA 195"
12/2018;NACIONAL;"LA NUEVA METROPOL S.A.";"LINEA 194"
12/2018;NACIONAL;"LA NUEVA METROPOL S.A.";"LINEA 65"
12/2018;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";"LINEA 180"
12/2018;NACIONAL;"LINEA 10 S.A.";"LINEA 10"
12/2018;NACIONAL;"LINEA 17 S.A.";"LINEA 17"
12/2018;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE";"LINEA 53"
12/2018;NACIONAL;"LINEA 22 S.A.";"LINEA 22"
12/2018;NACIONAL;"LINEA 71 S.A.";"LINEA 71"
12/2018;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";"LINEA 47"
12/2018;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C.";"LINEA 88"
12/2018;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 78"
12/2018;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 111"
12/2018;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 127"
12/2018;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 87"
12/2018;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 151"
12/2018;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 90"
12/2018;NACIONAL;"MAYO S.A.T.A.";"LINEA 141"
12/2018;NACIONAL;"MAYO S.A.T.A.";"LINEA 36"
12/2018;NACIONAL;"MICRO OMNIBUS NORTE S.A.";"LINEA 60"
12/2018;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 159"
12/2018;NACIONAL;"MICRO OMNIBUS SUR S.A.C.";"LINEA 160"
12/2018;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";"LINEA 118"
12/2018;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";"LINEA 59"
12/2018;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";"LINEA 45"
12/2018;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";"LINEA 154"
12/2018;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 153 BS AS"
12/2018;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 19"
12/2018;NACIONAL;"NUDO S.A.";"LINEA 6"
12/2018;NACIONAL;"NUDO S.A.";"LINEA 107"
12/2018;NACIONAL;"NUDO S.A.";"LINEA 150"
12/2018;NACIONAL;"NUDO S.A.";"LINEA 50"
12/2018;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";"LINEA 132"
12/2018;NACIONAL;"ROCARAZA S.A.";"LINEA 31"
12/2018;NACIONAL;"ROCARAZA S.A.";"LINEA 146"
12/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 51"
12/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 74"
12/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 79"
12/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 177"
12/2018;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE";"LINEA 182"
12/2018;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE";"LINEA 163 BS AS"
12/2018;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE";"LINEA 136 BS AS"
12/2018;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";"LINEA 85"
12/2018;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";"LINEA 2"
12/2018;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";"LINEA 7"
12/2018;NACIONAL;"TRANSP. SGTO. CABRAL";"LINEA 102"
12/2018;NACIONAL;"TRANSPORTE ESCALADA S.A.T.";"LINEA 175"
12/2018;NACIONAL;"TRANSPORTE ESCALADA S.A.T.";"LINEA 169"
12/2018;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 185"
12/2018;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 96"
12/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 161"
12/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 20"
12/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 117"
12/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 188"
12/2018;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC.";"LINEA 109"
12/2018;NACIONAL;"TRANSPORTES 1º SEPTIEMBRE S.A.";"LINEA 93"
12/2018;NACIONAL;"TRANSPORTES 270 S.A.";"LINEA 70"
12/2018;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A.";"LINEA 33"
12/2018;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 57"
12/2018;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A.";"LINEA 12"
12/2018;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A.";"LINEA 124"
12/2018;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 134"
12/2018;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 115"
12/2018;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 100"
12/2018;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";"LINEA 130"
12/2018;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I.";"LINEA 42"
12/2018;NACIONAL;"TRANSPORTES DEL TEJAR S.A.";"LINEA 67"
12/2018;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I.";"LINEA 123"
12/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 56"
12/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 76"
12/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 91"
12/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 135"
12/2018;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";"LINEA 80"
12/2018;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I.";"LINEA 103"
12/2018;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F.";"LINEA 8"
12/2018;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F.";"LINEA 23"
12/2018;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F.";"LINEA 5"
12/2018;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C.";"LINEA 1"
12/2018;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I.";"LINEA 39"
12/2018;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L.";"LINEA 68"
12/2018;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A.";"LINEA 4"
12/2018;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A.";"LINEA 15"
12/2018;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";"LINEA 181"
12/2018;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA";"LINEA 46"
12/2018;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I.";"LINEA 64"
11/2018;NACIONAL;"17 DE AGOSTO S.A.";"LINEA 26"
11/2018;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P.";"LINEA 37"
11/2018;NACIONAL;"ALMAFUERTE S.A.T.A.C.I.";"LINEA 55"
11/2018;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 41"
11/2018;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A.";"LINEA 113"
11/2018;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A.";"LINEA 63"
11/2018;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA";"LINEA 49"
11/2018;NACIONAL;"BUS DEL OESTE S.A.";"LINEA 97"
11/2018;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES";"LINEA 126"
11/2018;NACIONAL;"COLECTIVEROS UNIDOS S.A.";"LINEA 106"
11/2018;NACIONAL;"COLECTIVEROS UNIDOS S.A.";LINEA_099
11/2018;NACIONAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";"LINEA 178"
11/2018;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 44"
11/2018;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 101"
11/2018;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 28"
11/2018;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA";"LINEA 86"
11/2018;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA";"LINEA 193"
11/2018;NACIONAL;"EL NUEVO HALCON S.A.";"LINEA 148"
11/2018;NACIONAL;"EL PUENTE S.A.T.";"LINEA 32A"
11/2018;NACIONAL;"EL PUENTE S.A.T.";"LINEA 75"
11/2018;NACIONAL;"EL PUENTE S.A.T.";"LINEA 158"
11/2018;NACIONAL;"EL PUENTE S.A.T.";"LINEA 128"
11/2018;NACIONAL;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";"LINEA 29"
11/2018;NACIONAL;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";"LINEA 92"
11/2018;NACIONAL;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";"LINEA 24"
11/2018;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";"LINEA 95"
11/2018;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";"LINEA 108"
11/2018;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";"LINEA 21"
11/2018;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";"LINEA 105"
11/2018;NACIONAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 166"
11/2018;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";"LINEA 152"
11/2018;NACIONAL;"ERSA URBANO";"LINEA 184"
11/2018;NACIONAL;"ERSA URBANO";"LINEA 133"
11/2018;NACIONAL;"ERSA URBANO";"LINEA 140"
11/2018;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A.";"LINEA 176"
11/2018;NACIONAL;"EXPRESO LOMAS S.A.";"LINEA 165"
11/2018;NACIONAL;"EXPRESO LOMAS S.A.";"LINEA 112"
11/2018;NACIONAL;"EXPRESO QUILMES S.A.";"LINEA 98"
11/2018;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";"LINEA 168"
11/2018;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I.";"LINEA 110"
11/2018;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 9"
11/2018;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 25"
11/2018;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 84"
11/2018;NACIONAL;"GRUPO LINEA 179 S.A.";"LINEA 179"
11/2018;NACIONAL;"JUAN B. JUSTO S.A.T.C.I.";"LINEA 34"
11/2018;NACIONAL;"LA CABAÑA S.A.";"LINEA 174 BS AS"
11/2018;NACIONAL;"LA CABAÑA S.A.";"LINEA 172"
11/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.";"LINEA 114"
11/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.";"LINEA 061"
11/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.";"LINEA 129"
11/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.";"LINEA 143"
11/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.";"LINEA 62"
11/2018;NACIONAL;"LA NUEVA METROPOL S.A.";"LINEA 195"
11/2018;NACIONAL;"LA NUEVA METROPOL S.A.";"LINEA 194"
11/2018;NACIONAL;"LA NUEVA METROPOL S.A.";"LINEA 65"
11/2018;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";"LINEA 180"
11/2018;NACIONAL;"LINEA 10 S.A.";"LINEA 10"
11/2018;NACIONAL;"LINEA 17 S.A.";"LINEA 17"
11/2018;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE";"LINEA 53"
11/2018;NACIONAL;"LINEA 22 S.A.";"LINEA 22"
11/2018;NACIONAL;"LINEA 71 S.A.";"LINEA 71"
11/2018;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";"LINEA 47"
11/2018;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C.";"LINEA 88"
11/2018;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 78"
11/2018;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 111"
11/2018;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 127"
11/2018;NACIONAL;"LOS CONSTITUYENTES S.A.T.";"LINEA 87"
11/2018;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 90"
11/2018;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 151"
11/2018;NACIONAL;"MAYO S.A.T.A.";"LINEA 36"
11/2018;NACIONAL;"MAYO S.A.T.A.";"LINEA 141"
11/2018;NACIONAL;"MICRO OMNIBUS NORTE S.A.";"LINEA 60"
11/2018;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 159"
11/2018;NACIONAL;"MICRO OMNIBUS SUR S.A.C.";"LINEA 160"
11/2018;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";"LINEA 118"
11/2018;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";"LINEA 59"
11/2018;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";"LINEA 154"
11/2018;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";"LINEA 45"
11/2018;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 153 BS AS"
11/2018;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 19"
11/2018;NACIONAL;"NUDO S.A.";"LINEA 150"
11/2018;NACIONAL;"NUDO S.A.";"LINEA 6"
11/2018;NACIONAL;"NUDO S.A.";"LINEA 107"
11/2018;NACIONAL;"NUDO S.A.";"LINEA 50"
11/2018;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";"LINEA 132"
11/2018;NACIONAL;"ROCARAZA S.A.";"LINEA 031"
11/2018;NACIONAL;"ROCARAZA S.A.";"LINEA 146"
11/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 177"
11/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 51"
11/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 74"
11/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 79"
11/2018;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE";"LINEA 182"
11/2018;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE";"LINEA 163 BS AS"
11/2018;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE";"LINEA 136 BS AS"
11/2018;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";"LINEA 85"
11/2018;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";"LINEA 2"
11/2018;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";"LINEA 7"
11/2018;NACIONAL;"TRANSP. SGTO. CABRAL";"LINEA 102"
11/2018;NACIONAL;"TRANSPORTE ESCALADA S.A.T.";"LINEA 169"
11/2018;NACIONAL;"TRANSPORTE ESCALADA S.A.T.";"LINEA 175"
11/2018;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 96"
11/2018;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 185"
11/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 117"
11/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 188"
11/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 20"
11/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 161"
11/2018;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC.";"LINEA 109"
11/2018;NACIONAL;"TRANSPORTES 1º SEPTIEMBRE S.A.";"LINEA 93"
11/2018;NACIONAL;"TRANSPORTES 270 S.A.";"LINEA 70"
11/2018;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A.";"LINEA 33"
11/2018;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 57"
11/2018;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A.";"LINEA 124"
11/2018;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A.";"LINEA 12"
11/2018;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 100"
11/2018;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 115"
11/2018;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 134"
11/2018;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";"LINEA 130"
11/2018;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I.";"LINEA 42"
11/2018;NACIONAL;"TRANSPORTES DEL TEJAR S.A.";"LINEA 67"
11/2018;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I.";"LINEA 123"
11/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 135"
11/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 56"
11/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 91"
11/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I.";"LINEA 76"
