anio;jurisdiccion;Empresa;linea
12/2018;PROVINCIAL;"EXPRESO LOMAS S.A.";"LINEA 243"
12/2018;PROVINCIAL;"EXPRESO NUEVE DE JULIO S.A.";"LINEA 247"
12/2018;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 391"
12/2018;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 379"
12/2018;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 341"
12/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 436"
12/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 293A"
12/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 266"
12/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 263A"
12/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 239B"
12/2018;PROVINCIAL;"EXPRESO VILLA NUEVA S.A.";"LINEA 257"
12/2018;PROVINCIAL;"FUERTE BARRAGAN S.A.T.I.C.I.";"LINEA 275"
12/2018;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 384"
12/2018;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 373"
12/2018;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 299"
12/2018;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 271"
12/2018;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 298"
12/2018;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 317 BS AS"
12/2018;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 242"
12/2018;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 228F"
12/2018;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 291"
12/2018;PROVINCIAL;"LA FLOR DE LUJAN SRL";"LINEA 256"
12/2018;PROVINCIAL;"LA NUEVA METROPOL S.A.";"LINEA 228A"
12/2018;PROVINCIAL;"LA NUEVA METROPOL S.A.";"LINEA 365"
12/2018;PROVINCIAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 440"
12/2018;PROVINCIAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 315"
12/2018;PROVINCIAL;"LA PRIMERA DE MARTINEZ S.A";"LINEA 314"
12/2018;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 322 BS AS"
12/2018;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 327"
12/2018;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 336"
12/2018;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 392"
12/2018;PROVINCIAL;"LINEA SESENTA SA";"LINEA 204B"
12/2018;PROVINCIAL;"LINEA SESENTA SA";"LINEA 430"
12/2018;PROVINCIAL;"LINEA SESENTA SA";"LINEA 228 B"
12/2018;PROVINCIAL;"MICRO OMNIBUS AVENIDA S.A.";"LINEA 405"
12/2018;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 437"
12/2018;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 407"
12/2018;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 333A"
12/2018;PROVINCIAL;"MICRO OMNIBUS MITRE S.A.";"LINEA 318"
12/2018;PROVINCIAL;"MICRO OMNIBUS O´HIGGINS S.A.T.";"LINEA 295"
12/2018;PROVINCIAL;"MICRO OMNIBUS PRIMERA JUNTA S.A";"LINEA 324"
12/2018;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 219"
12/2018;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 372"
12/2018;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 300"
12/2018;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 228E"
12/2018;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 228C"
12/2018;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 204"
12/2018;PROVINCIAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 321 BS AS"
12/2018;PROVINCIAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 253 BS AS"
12/2018;PROVINCIAL;"NUEVO IDEAL S.A.";"LINEA 382"
12/2018;PROVINCIAL;"RUTA BUS S.A.";"LINEA 350"
12/2018;PROVINCIAL;"RUTA BUS S.A.";"LINEA 313"
12/2018;PROVINCIAL;"RUTA BUS S.A.";"LINEA 355"
12/2018;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 370"
12/2018;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 385"
12/2018;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 263B"
12/2018;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 388"
12/2018;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 403"
12/2018;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 435"
12/2018;PROVINCIAL;"TRANSPORTE AUTOMOTORES LA PLATA SA";"LINEA 406"
12/2018;PROVINCIAL;"TRANSPORTE AUTOMOTORES LA PLATA SA";"LINEA 338"
12/2018;PROVINCIAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 205"
12/2018;PROVINCIAL;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";"LINEA 252"
12/2018;PROVINCIAL;"TRANSPORTE LA UNION SA";"LINEA 202"
12/2018;PROVINCIAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 421"
12/2018;PROVINCIAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 410"
12/2018;PROVINCIAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 429"
12/2018;PROVINCIAL;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";"LINEA 354"
12/2018;PROVINCIAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";"LINEA 446"
12/2018;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 422"
12/2018;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 329"
12/2018;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 312"
12/2018;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 288"
12/2018;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 311"
12/2018;PROVINCIAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 383"
12/2018;PROVINCIAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 297"
12/2018;PROVINCIAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 238"
12/2018;PROVINCIAL;"TRANSPORTES VILLA BOSCH SAC el";"LINEA 328"
12/2018;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 418"
12/2018;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 214"
12/2018;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 273"
12/2018;PROVINCIAL;"YITOS S.A.";"LINEA 549"
11/2018;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 325"
11/2018;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 284"
11/2018;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 218"
11/2018;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 378"
11/2018;PROVINCIAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 203"
11/2018;PROVINCIAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";"LINEA 283"
11/2018;PROVINCIAL;"CIA LA PAZ AMADOR MOURE SACIFIYA";"LINEA 277"
11/2018;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 293B"
11/2018;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 239A"
11/2018;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 278"
11/2018;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 281"
11/2018;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 323"
11/2018;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 310"
11/2018;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 276"
11/2018;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 237"
11/2018;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 343"
11/2018;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 289"
11/2018;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 304"
11/2018;PROVINCIAL;"COMPAÑIA  DE TRANSPORTE VECINAL S.A.";"LINEA 326"
11/2018;PROVINCIAL;"COMPAÑIA  DE TRANSPORTE VECINAL S.A.";"LINEA 386"
11/2018;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 445"
11/2018;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 371"
11/2018;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 264"
11/2018;PROVINCIAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 200"
11/2018;PROVINCIAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 404"
11/2018;PROVINCIAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"LINEA 449"
11/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 390"
11/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 462"
11/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 464"
11/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 463"
11/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 461"
11/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 443A"
11/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 320"
11/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 303"
11/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 302"
11/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 244"
11/2018;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 236"
11/2018;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 269"
11/2018;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 443"
11/2018;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 395"
11/2018;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 441"
11/2018;PROVINCIAL;"EMPRESA LINEA SIETE SAT";"LINEA 307"
11/2018;PROVINCIAL;"EMPRESA MONTE GRANDE S.A. LINEA 501";"LINEA 245"
11/2018;PROVINCIAL;"EMPRESA MONTE GRANDE S.A. LINEA 501";"LINEA 394"
11/2018;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 414"
11/2018;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 225"
11/2018;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 215"
11/2018;PROVINCIAL;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";"LINEA 222"
11/2018;PROVINCIAL;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";"LINEA 306"
11/2018;PROVINCIAL;"EXPRESO GENERAL SARMIENTO S.A.";"LINEA 448"
11/2018;PROVINCIAL;"EXPRESO LOMAS S.A.";"LINEA 243"
11/2018;PROVINCIAL;"EXPRESO NUEVE DE JULIO S.A.";"LINEA 247"
11/2018;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 379"
11/2018;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 341"
11/2018;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 391"
11/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 239B"
11/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 436"
11/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 293A"
11/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 266"
11/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 263A"
11/2018;PROVINCIAL;"EXPRESO VILLA NUEVA S.A.";"LINEA 257"
11/2018;PROVINCIAL;"FUERTE BARRAGAN S.A.T.I.C.I.";"LINEA 275"
11/2018;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 271"
11/2018;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 299"
11/2018;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 373"
11/2018;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 384"
11/2018;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 242"
11/2018;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 298"
11/2018;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 317 BS AS"
11/2018;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 228F"
11/2018;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 291"
11/2018;PROVINCIAL;"LA FLOR DE LUJAN SRL";"LINEA 256"
11/2018;PROVINCIAL;"LA NUEVA METROPOL S.A.";"LINEA 365"
11/2018;PROVINCIAL;"LA NUEVA METROPOL S.A.";"LINEA 228A"
11/2018;PROVINCIAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 315"
11/2018;PROVINCIAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 440"
11/2018;PROVINCIAL;"LA PRIMERA DE MARTINEZ S.A";"LINEA 314"
11/2018;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 322 BS AS"
11/2018;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 327"
11/2018;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 336"
11/2018;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 392"
11/2018;PROVINCIAL;"LINEA SESENTA SA";"LINEA 204B"
11/2018;PROVINCIAL;"LINEA SESENTA SA";"LINEA 228 B"
11/2018;PROVINCIAL;"LINEA SESENTA SA";"LINEA 430"
11/2018;PROVINCIAL;"MICRO OMNIBUS AVENIDA S.A.";"LINEA 405"
11/2018;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 333"
11/2018;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 407"
11/2018;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 437"
11/2018;PROVINCIAL;"MICRO OMNIBUS MITRE S.A.";"LINEA 318"
11/2018;PROVINCIAL;"MICRO OMNIBUS O´HIGGINS S.A.T.";"LINEA 295"
11/2018;PROVINCIAL;"MICRO OMNIBUS PRIMERA JUNTA S.A";"LINEA 324"
11/2018;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 372"
11/2018;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 300"
11/2018;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 219"
11/2018;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 204"
11/2018;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 228C"
11/2018;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 228E"
11/2018;PROVINCIAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 253 BS AS"
11/2018;PROVINCIAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 321 BS AS"
11/2018;PROVINCIAL;"NUEVO IDEAL S.A.";"LINEA 382"
11/2018;PROVINCIAL;"RUTA BUS S.A.";"LINEA 313"
11/2018;PROVINCIAL;"RUTA BUS S.A.";"LINEA 350"
11/2018;PROVINCIAL;"RUTA BUS S.A.";"LINEA 355"
11/2018;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 263B"
11/2018;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 385"
11/2018;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 370"
11/2018;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 388"
11/2018;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 403"
11/2018;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 435"
11/2018;PROVINCIAL;"TRANSPORTE AUTOMOTORES LA PLATA SA";"LINEA 338"
11/2018;PROVINCIAL;"TRANSPORTE AUTOMOTORES LA PLATA SA";"LINEA 406"
11/2018;PROVINCIAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 205"
11/2018;PROVINCIAL;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";"LINEA 252"
11/2018;PROVINCIAL;"TRANSPORTE LA UNION SA";"LINEA 202"
11/2018;PROVINCIAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 421"
11/2018;PROVINCIAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 429"
11/2018;PROVINCIAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 410"
11/2018;PROVINCIAL;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";"LINEA 354"
11/2018;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 288"
11/2018;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 311"
11/2018;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 312"
11/2018;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 329"
11/2018;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 422"
11/2018;PROVINCIAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 383"
11/2018;PROVINCIAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 238"
11/2018;PROVINCIAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 297"
11/2018;PROVINCIAL;"TRANSPORTES VILLA BOSCH SAC el";"LINEA 328"
11/2018;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 214"
11/2018;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 273"
11/2018;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 418"
11/2018;PROVINCIAL;"YITOS S.A.";"LINEA 549"
10/2018;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 284"
10/2018;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 218"
10/2018;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 325"
10/2018;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 378"
10/2018;PROVINCIAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 203"
10/2018;PROVINCIAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";"LINEA 283"
10/2018;PROVINCIAL;"CIA LA PAZ AMADOR MOURE SACIFIYA";"LINEA 277"
10/2018;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 239A"
10/2018;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 278"
10/2018;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 281"
10/2018;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 293B"
10/2018;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 323"
10/2018;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 310"
10/2018;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 276"
10/2018;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 237A"
10/2018;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 289"
10/2018;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 304"
10/2018;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 343"
10/2018;PROVINCIAL;"COMPAÑIA  DE TRANSPORTE VECINAL S.A.";"LINEA 386"
10/2018;PROVINCIAL;"COMPAÑIA  DE TRANSPORTE VECINAL S.A.";"LINEA 326"
10/2018;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 264"
10/2018;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 371"
10/2018;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 445"
10/2018;PROVINCIAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 200"
10/2018;PROVINCIAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 404"
10/2018;PROVINCIAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"LINEA 449"
10/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 464"
10/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 463"
10/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 462"
10/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 461"
10/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 443A"
10/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 390"
10/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 320"
10/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 303"
10/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 302"
10/2018;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 244"
10/2018;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 443"
10/2018;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 441"
10/2018;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 395"
10/2018;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 269"
10/2018;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 236"
10/2018;PROVINCIAL;"EMPRESA LINEA SIETE SAT";"LINEA 307"
10/2018;PROVINCIAL;"EMPRESA MONTE GRANDE S.A. LINEA 501";"LINEA 245"
10/2018;PROVINCIAL;"EMPRESA MONTE GRANDE S.A. LINEA 501";"LINEA 394"
10/2018;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 414"
10/2018;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 225"
10/2018;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 215"
10/2018;PROVINCIAL;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";"LINEA 222"
10/2018;PROVINCIAL;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";"LINEA 306"
10/2018;PROVINCIAL;"EXPRESO GENERAL SARMIENTO S.A.";"LINEA 448"
10/2018;PROVINCIAL;"EXPRESO LOMAS S.A.";"LINEA 243"
10/2018;PROVINCIAL;"EXPRESO NUEVE DE JULIO S.A.";"LINEA 247"
10/2018;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 341"
10/2018;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 379"
10/2018;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 391"
10/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 436"
10/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 293A"
10/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 266"
10/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 263A"
10/2018;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 239B"
10/2018;PROVINCIAL;"EXPRESO VILLA NUEVA S.A.";"LINEA 257"
10/2018;PROVINCIAL;"FUERTE BARRAGAN S.A.T.I.C.I.";"LINEA 275"
10/2018;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 384"
10/2018;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 373"
10/2018;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 299"
10/2018;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 271"
10/2018;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 242"
10/2018;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 298"
10/2018;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 317 BS AS"
10/2018;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 291"
10/2018;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 228F"
10/2018;PROVINCIAL;"LA FLOR DE LUJAN SRL";"LINEA 256"
10/2018;PROVINCIAL;"LA NUEVA METROPOL S.A.";"LINEA 228A"
10/2018;PROVINCIAL;"LA NUEVA METROPOL S.A.";"LINEA 365"
10/2018;PROVINCIAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 315"
10/2018;PROVINCIAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 440"
10/2018;PROVINCIAL;"LA PRIMERA DE MARTINEZ S.A";"LINEA 314"
10/2018;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 322 BS AS"
10/2018;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 327"
10/2018;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 336"
10/2018;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 392"
